CODIGO,DESCRIPCION,STOCK,PRECIO $,MARCA,MINI CODIGO,DETALLES,PRECIO EN SOLES
STEPT673120, TINTA EPSON NEGRA L800,20,10.15,EPSON,86235,"Botella de tinta EPSON 673 (T673120), color negro, contenido 70 ml, para impresora L8",69.8921
STEPT673220, TINTA EPSON L800 CIAN,20,10.15,EPSON,86236,"Botella de tinta EPSON 673 (T673220), color cian, contenido 70 ml, para impresora L80",69.8921
STEPT673320, TINTA EPSON L800 MAGENTA,20,10.15,EPSON,86237,"Botella de tinta EPSON 673 (T673320), color magenta, contenido 70 ml, para impresora",69.8921
STEPT673420, TINTA EPSON L800 AMARILLA,20,10.15,EPSON,86240,"Botella de tinta EPSON 673 (T673420), color amarillo, contenido 70 ml, para impresora",69.8921
STEPT673520, TINTA EPSON L800 CIAN CLARO, 13,10.15,EPSON,86241,"Botella de tinta EPSON 673 (T673520), color cian claro, contenido 70 ml, para impreso",69.8921
STEPT673620, TINTA EPSON L800 MAGENTA CLARO,20,10.15,EPSON,86242,"Botella de tinta EPSON 673 (T673620), color magenta claro, contenido 70 ml, para impr",69.8921
STEPT774120, TINTA EPSON NEGRA M105/M205,20,17.3,EPSON,102193,"Botella de tinta Epson 774 (T774120), 140ml, tinta negra, para impresoras Epson WorkF",105.74220000000001
STEPTT534120-AL, TINTA EN BOTELLA NEGRA M1120-M,20,17.3,EPSON,314685,"Botella de tinta EPSON T534120-AL, color negro, contenido 120ml.[@@@]Impresora Epson",105.74220000000001
STEPT01C120, BOLSA DE TINTA T01C NEGRO, 10,33.5,EPSON - COMERCIAL,365774,,186.969
STEPT01C220, BOLSA DE TINTA T01C CYAN, 7,33.8,EPSON - COMERCIAL,365775,,188.4732
STEPT01C320, BOLSA DE TINTA T01C MAGENTA, 10,33.7,EPSON - COMERCIAL,365776,,187.97180000000003
STEPT01C420, BOLSA DE TINTA T01C AMARILLO, 13,33.8,EPSON - COMERCIAL,365777,,188.4732
STEPT05A100, TINTA NEGRA WF C878R/879R, 15,63,EPSON - COMERCIAL,372170,,334.882
STEPT05A200, TINTA CIAN WF C878R/879R, 15,106,EPSON - COMERCIAL,372171,,550.484
STEPT05A300, TINTA MAGENTA WF C878R/879R, 17,108.5,EPSON - COMERCIAL,372172,,563.019
STEPT05A400, TINTA AMARILLA WF C878R/879R, 15,106,EPSON - COMERCIAL,372173,,550.484
STEPT05B100, TINTA NEGRA AC WF C878R/879R, 15,224.5,EPSON - COMERCIAL,372176,,1144.643
STEPT05B200, TINTA CIAN AC WF C878R/879R, 12,196.5,EPSON - COMERCIAL,372178,,1004.2510000000001
STEPT05B300, TINTA MAGENTA AC WF C878R/879R, 11,196.5,EPSON - COMERCIAL,372179,,1004.2510000000001
STEPT05B400, TINTA AMARILL AC WF C878R/879R, 10,196.5,EPSON - COMERCIAL,372181,,1004.2510000000001
STEPT941220AL, TINTA EPSON WF-C5710 CYAN,20,38.6,EPSON - COMERCIAL,302443,"Bolsa de tinta EPSON T941220-AL, color cyan.[@@@]Las tintas Epson DURABrite Ultra Pro",212.5404
STEPT941320AL, TINTA EPSON WF-C5710 MAGENTA,20,38.6,EPSON - COMERCIAL,302452,"Bolsa de tinta EPSON T941320-AL, color magenta.[@@@]Las tintas Epson DURABrite Ultra",212.5404
STEPT941420AL, TINTA EPSON WF-C5710 YELLOW,20,38.6,EPSON - COMERCIAL,302453,"Bolsa de tinta EPSON T941420-AL, color yellow.[@@@]Las tintas Epson DURABrite Ultra P",212.5404
STEPT942120AL, TINTA EPSON WF-C5710 BLACK,20,41,EPSON - COMERCIAL,302422,"Bolsa de tinta EPSON T942120-AL, color negro.[@@@]Las tintas Epson DURABrite Ultra Pr",224.574
STEPT973220, WF-C869R CYAN STANDARD INK P, 11,114,EPSON - COMERCIAL,273293,"Bolsa de tinta EPSON DURABrite Pro T973220, colorcyan.[@@@]Para Impresora Epson WorkF",590.596
STEPT973320, WF-C869R MAGENTA STANDARD INK, 10,114,EPSON - COMERCIAL,273294,"Bolsa de tinta EPSON DURABrite Pro T973320, colormagenta.[@@@]Para Impresora Epson Wo",590.596
STEPT973420, WF-C869R YELLOW STANDARD INK P,20,114,EPSON - COMERCIAL,273296,"Bolsa de tinta EPSON DURABrite Pro T973420, colorYellow.[@@@]Para Impresora Epson Wor",590.596
STEPERC-32B, CINTA EPSON ERC-32B, 10,4.2,EPSON - COMERCIAL,58044,"Cinta EPSON ERC-32 B, color negro, presentación en caja",40.058800000000005
STEPERC-38B, CINTA EPSON ERC-38B P/ TM-U220,20,2.19,EPSON - COMERCIAL,37265,"Epson Ribbon Cartridge Cinta de Impresión para TM-U220A, Color Negro - Presentación e",29.98066
STEPS015329, CINTA EPSON FX 890,20,6.72,EPSON - COMERCIAL,22688,Cinta EPSON para impresora FX-890,52.69408
STEPS015631, CINTA EPSON S015631, 19,4.4,EPSON - COMERCIAL,107758,"Cartucho de cinta Epson S015631, negro, para Impresora LX-350.[@@@]",41.0616
STEPSJIC35P-C, CART. DE TINTA CIAN SJIC35P-C, 5,35.4,EPSON - COMERCIAL,363148,,196.4956
STEPSJIC35P-K, CART. DE TINTA NEGRA SJIC35P-K, 5,35.4,EPSON - COMERCIAL,363144,,196.4956
STEPSJIC35P-M, CART. DE TINTA MAGEN SJIC35P-M, 5,35.4,EPSON - COMERCIAL,363150,,196.4956
STEPSJIC35P-Y, CART. DE TINTA AMARI SJIC35P-Y, 5,35.4,EPSON - COMERCIAL,363151,,196.4956
STEPSJIC35PK, CART. DE TINTA NEGRA SJIC35P(K, 5,36.2,EPSON - COMERCIAL,363147,,200.50680000000003
STEPT01D120, TINTA DURABRITE ULTRA T01D (B), 10,151.6,EPSON - COMERCIAL,353431,,779.1224
STEPT01D220, TINTA DURABRITE ULTRA T01D (C), 11,117.9,EPSON - COMERCIAL,353432,,610.1506
STEPT01D320, TINTA DURABRITE ULTRA T01D (M), 6,117.9,EPSON - COMERCIAL,353433,,610.1506
STEPT01D420, TINTA DURABRITE ULTRA T01D (Y), 11,117.9,EPSON - COMERCIAL,353434,,610.1506
STEPT748XXL120, TINTA EPSON DURABRITE PRO BLCK,20,39.9,EPSON - COMERCIAL,211977,"Cartucho de Tinta Color Negro, Extra Alta Capacidad, Epson 748XXL.[@@@]Presentación e",219.0586
STEPT748XXL220, TONER CYAN TO WORKFORCE,20,49.8,EPSON - COMERCIAL,220128,Epson T748XXL Cartucho de Tinta Color Cyan DuraBrite Pro de alta capacidad extra.[@@@,268.6972
STEPT748XXL320, CARTUCHO DE TINTA T748XXL320 M,20,49.8,EPSON - COMERCIAL,220129,"cartucho de tinta Epson 748XXL, Magenta, Alto Rendimiento, para Epson WorkForce Pro.[",268.6972
STEPT748XXL420, CARTUCHO DE TINTA T748XXL420 A,20,49.8,EPSON - COMERCIAL,220130,"Epson 748, Capacidad Extra Alta.[@@@]Copatible con WORKFORCE PRO WF-6090, WF-6590, WF",268.6972
STEPT913500, CART. DE TINTA CIAN CLARO T913, 1,93.42,EPSON - COMERCIAL,338100,"Cartucho de Tinta Epson T913500, Cian Claro, paraImpresora Epson SureColor P5000 Stan",487.40788000000003
STHP9F3N4AL, HP GT53/GT52 ORIGINAL INK BOTT,20,28.4,HP CONSUMO,470759,"Combo Kit de botellas de tinta HP GT53/GT52, (Pack de 4), Negro, Magenta, Cian, Amari",161.3976
STHPM0H54AL, HP GT52 CYAN ORIGINAL INK BOTT,20,7.35,HP CONSUMO,470757,"Botella de tinta original Cian HP GT52 (M0H54AL),70ml.[@@@]Compatibilidad con impres",55.8529
STHPM0H55AL, HP GT52 MAGENTA ORIGINAL INK B,20,7.35,HP CONSUMO,470758,"Botella de tinta original Magenta HP GT52 (M0H55AL), 70ml.[@@@]Compatibilidad con im",55.8529
STHPM0H56AL, HP GT52 YELLOW ORIGINAL INK BO, 3,7.35,HP CONSUMO,470784,"Botella de tinta original Amarillo HP GT52 (M0H56AL), 70ml.[@@@]Compatibilidad con i",55.8529
STPRCANCL246, TINTA CANON CL-246 - COLOR,20,15,CANON,143663,"Cartucho de tinta Canon CL-246, Tri-Color, FINE Technology, 180 paginas.[@@@]Compatib",94.21000000000001
STPRCANGI-13BK, BOTELLA TINTA CANON GI-13 BK,20,10.99,CANON,399075,Botella de tinta Canon GI-13 / Color Negro / 70ml[@@@]Compatibles con Impresoras de t,74.10386
STPRCANGI-13C, BOTELLA TINTA CANON GI-13 CIAN, 9,10.99,CANON,399076,Botella de tinta Canon GI-13 / Color Cyan / 70ml[@@@]Compatibles con Impresoras de ti,74.10386
STPRCANGI-13M, BOTELLA TINTA CANON GI-13 MAGE, 11,10.99,CANON,399077,Botella de tinta Canon GI-13 / Color Magenta / 70ml[@@@]Compatibles con Impresoras de,74.10386
STPRCANGI-13Y, BOTELLA TINTA CANON GI-13 YELL, 10,10.99,CANON,399078,Botella de tinta Canon GI-13 / Color Amarillo / 70ml[@@@]Compatibles con Impresoras d,74.10386
STPRCANGI16BCMY," KIT CARTUCHO GI-16BK,C,M,Y+CAB",20,140,CANON,399073,"Kit de cartuchos Canon GI-16 BK,C,M,Y + Cabezal PH-S[@@@]Kit de cartuchos de color Ne",720.96
SUMEPC33S020577, TINTA (K) CARTRIDGE TM-C3500, 10,16.8,EPSON - COMERCIAL,312197,Cartucho de Tinta EPSON color negro para impresoras Epson TM-C3500.[@@@],103.2352
SUMEPC33S020581, TINTA (C) CARTRIDGE TM-C3500, 10,16.8,EPSON,312196,Cartucho de Tinta EPSON color Cian para impresoras Epson TM-C3500.[@@@],103.2352
SUMEPC33S020582, TINTA (M) CARTRIDGE TM-C3500, 10,16.8,EPSON,312195,Cartucho de Tinta EPSON color Magenta para impresoras Epson TM-C3500.[@@@],103.2352
SUMEPC33S020583, TINTA AMARILLA CARTRIDGE TM-C3, 10,16.8,EPSON,311905,Cartucho de Tinta EPSON color Amarillo para impresoras Epson TM-C3500.[@@@],103.2352
TCLBLT1418BK, TC LB 2.8 4G 1700MH BAR BLACK, 4,14.49,LANDBYTE,434744,"Teléfono celular básico 4g LandByte LT1418, 2.8"",Dual SIM, Radio FM, Desbloqueado.[@@",91.65286
TCLBLT1418BL, TC LB 2.8 4G 1700MH BAR BLUE,20,14.49,LANDBYTE,434746,"Teléfono celular básico 4g LandByte LT1418, 2.8"",Dual SIM, Radio FM, Desbloqueado.[@@",91.65286
TCLBLT1418GRY, TC LB 2.8 4G 1700MH BAR GREY, 4,14.49,LANDBYTE,434748,"Teléfono celular básico 4g LandByte LT1418, 2.8"",Dual SIM, Radio FM, Desbloqueado.[@@",91.65286
TCLBLT1418RD, TC LB 2.8 4G 1700MH BAR RED, 5,14.49,LANDBYTE,434747,"Teléfono celular básico 4g LandByte LT1418, 2.8"",Dual SIM, Radio FM, Desbloqueado.[@@",91.65286
TCLBLT1448BK, TC LB 1.77 4G 1000MH FLIP BK,20,20.39,LANDBYTE,434749,"Teléfono celular Flip 4g LandByte LT1448, 1.77"", Dual SIM, Radio FM, Desbloqueado.[@@",121.23546
TCLBLT1448BL, TC LB 1.77 4G 1000MH FLIP BLUE,20,20.39,LANDBYTE,434750,"Teléfono celular Flip 4g LandByte LT1448, 1.77"", Dual SIM, Radio FM, Desbloqueado.[@@",121.23546
TCLBLT1448GRY, TC LB 1.77 4G 1000MH FLIP GREY,20,20.39,LANDBYTE,434752,"Teléfono celular Flip 4g LandByte LT1448, 1.77"", Dual SIM, Radio FM, Desbloqueado.[@@",121.23546
TCLBLT1448RD, TC LB 1.77 4G 1000MH FLIP RED,20,20.39,LANDBYTE,434751,"Teléfono celular Flip 4g LandByte LT1448, 1.77"", Dual SIM, Radio FM, Desbloqueado.[@@",121.23546
ACCT5600BBEGWW, SAMSUNG SMARTAG2 BLACK,20,20,SAMSUNG,424408,"Samsung SmartTag 2, Bluetooth BLE v5.3/IP67 Resistente al agua y polvo/Localizable vi",119.28
ACCT5600BWEGWW, SAMSUNG GALAXY SMARTTAG2 WHITE,20,20,SAMSUNG,424577,"Samsung SmartTag 2, Bluetooth BLE v5.3/IP67 Resistente al agua y polvo/Localizable vi",119.28
ACCTCTE7055D, POWERBANK 5000MAH ULTRA SLIM,20,18.9,TEROS,467810,"Powerbank TEROS TE-7055D, 5000 mAh, (3,85 V/19.35Wh)[@@@]Descubre el Powerbank TEROS",113.7646
ACCTCTE7056D, POWERBANK 10000MAH SLIM,20,20.7,TEROS,467811,"Powerbank TEROS TE-7056D, 10000 mAh, (3,85 V/38.5Wh)[@@@]Descubre el powerbank TEROS",122.7898
ACCTCTE7057N, POWERBANK PD3.0 20000MAH,20,17.2,TEROS,474066,"Powerbank TEROS TE-7057N, 20000MAh, USB-A, USB-C,negro[@@@]Mantén tus dispositivos ca",105.24080000000001
ACCTE7055N, TRIPOD CON SENSOR F12,20,56.8,ZZ OTRAS MARCAS,444536,"Estabilizador de Cardan, para teléfono, bluetoothinalámbrico de 3 ejes, negro[@@@]Des",303.7952
ACSMDX310JBEGWW, TYPE-C TO TYPE-C 1.8M CABLE,20,12,SAMSUNG,404983,"Cable USB 3A Samsung, Interfaz: (USB-C a USB-C), Color Negro.[@@@]Disfrutá de una car",79.168
ACTLU280Q01FLBK, CARGADOR INALáMBRICO 10W RáPID, 7,17.9,TRIPP-LITE,365427,"Base de Carga Rápida Inalámbrica Qi Tripp-Lite para Telefonos, Negro.[@@@]El Cargador",108.75059999999999
ZZTE-7052N, ZZ PBK PD20W 8000MAH (SEAGATE), 2,999,TEROS,466868,,5027.986
ACCTE8081B, SMART WATCH TE8081,20,27.3,TEROS,438463,"Reloj inteligente TEROS TE-8081B, 1.43"" AMOLED, IP68, bluetooth 5.3, negro[@@@]Este r",155.8822
ACCTE8084N, SMART WATCH TE8084 BLACK,20,19.8,TEROS,443214,"Reloj inteligente TEROS TE-8084N, 1.85"" AMOLED, IP68, bluetooth 5.3, negro[@@@]Este r",118.27720000000001
CELMOTPB6D0037P, SMARTPH MOTO G15 4GB 256GB GRI,20,131.8,MOTOROLA,478030,"Smartphone Motorola moto g15, Pantalla: 6.7""/LCD/FHD+/60Hz, SO: Android 15, Color Gri",679.8452000000001
CELMOTPB6D0046P, SMARTPH MOTO G15 4GB 256GB VER,20,131.8,MOTOROLA,478032,"Smartphone Motorola moto g15, Pantalla: 6.7""/LCD/FHD+/60Hz, SO: Android 15, Color Ver",679.8452000000001
CELMOTPB6D0074P, SMARTPH MOTO G15 4GB 512GB AZU,20,179.3,MOTOROLA,478033,"Smartphone Motorola moto g15, Pantalla: 6.7""/LCD/FHD+/60Hz, SO: Android 15, Color Azu",918.0102
CELMOTPB6K0012P, SMARTPH MOTO G05 4GB 128GB ROJ,20,100.6,MOTOROLA,478023,"Smartphone Motorola moto g05, Pantalla: 6.7""/LCD/HD+/90Hz, SO: Android 15, Color Rojo",523.4084
CELMOTPB6K0014P, SMARTPH MOTO G05 4GB 128GB VER,20,100.6,MOTOROLA,478024,"Smartphone Motorola moto g05, Pantalla: 6.7""/LCD/HD+/90Hz, SO: Android 15, Color Verd",523.4084
CELMOTPB6K0028P, SMARTPH MOTO G05 4GB 64GB ROJO,20,89.9,MOTOROLA,478019,"Smartphone Motorola moto g05, Pantalla: 6.7""/LCD/HD+/90Hz, SO: Android 15, Color Rojo",469.75860000000006
CELMOTPB6K0029P, SMARTPH MOTO G05 4GB 64GB VERD,20,89.9,MOTOROLA,478020,"Smartphone Motorola moto g05, Pantalla: 6.7""/LCD/HD+/90Hz, SO: Android 15, Color Verd",469.75860000000006
TCADVHL6248W-BC, 5.7 HD IPS 1+8;2+5MP;GREEN, 1,48,ADVANCE COMPUTER CORP,283322,"Smartphone Advance Hollogram HL6248, 5.7"" 720x1440, Android 8.1, Dual SIM, Desbloquea",259.672
TBADV1030B-B, PHOTO FRAME 10INCH 8GB WIFI, 1,46.85,ADVANCE COMPUTER CORP,434287,,253.90590000000003
TBADVNP6050GRY, TB 10 T616 8 128 4G GRY,20,125,ADVANCE COMPUTER CORP,453279,"Tablet Advance NovaPad NP6050, 10.36"" IPS 2000*1200, 8GB RAM, 128GB, Android 14 , 4G",645.75
TBADVNP6070SL, TB ADV 10 4G 8 128 SILVER,20,124.5,ADVANCE COMPUTER CORP,437778,"Tablet Advance NovaPad NP6070, 10.95"" IPS 1920*1200, 8GB RAM, 128GB, Android 14 , 4G",643.243
TBADVSP5703GRY," TB 10\"" T310 4+128 4G SGRAY", 6,103,ADVANCE COMPUTER CORP,384749,"Tablet Advance SmartPad SP5703, 10.1"" IPS 1920*1200, 128GB, 4GB RAM, Android 11 , 4G",535.442
TBADVSP5705SL, TB ADV 10 T310 2GB 64GB SILVER, 4,69,ADVANCE COMPUTER CORP,452957,"Tablet Advance SmartPad SP5705, 10.1"" IPS 800 x 1280, 64GB, 2GB RAM, Android 14 , 4G",364.966
TBADVSP5737BKM, TB 10'' 2G 32G TEC+COVER,20,69,ADVANCE COMPUTER CORP,433669,"Tablet Advance SP 5737, 10.1"" 1920x1200, 32GB, 2GB RAM, Android[@@@]Procesador 4 núcl",364.966
TBADVSP57752, TB ADV 10'' 2GB 32GB 4G BK, 5,109,ADVANCE COMPUTER CORP,351548,"Tablet Advance SP5775, 10.1"" IPS 1920*1200, 32GB,2GB RAM, Android 10 , Diseño IP54[@@",565.5260000000001
TBADVSP5782BK," TB 10\"" T610 4GB 64GB 4G BK", 7,140,ADVANCE COMPUTER CORP,378243,"Tablet Advance SP5782 , 10.1"" IPS 1920*1200, 64GB, 4GB RAM, Android 11 , 4G , Octa-Co",720.96
TBADVTR6955BL, TB ADV 7 3G 2 32 DINO BLUE,20,57,ADVANCE COMPUTER CORP,462901,"Tablet Advance Intro TR6955, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",304.798
TBADVTR6955GRN, TB ADV 7 3G 2 32 DINO GREEN,20,57,ADVANCE COMPUTER CORP,462903,"Tablet Advance Intro TR6955, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",304.798
TBADVTR6955PNK, TB ADV 7 3G 2 32 DINO PINK,20,57,ADVANCE COMPUTER CORP,462902,"Tablet Advance Intro TR6955, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",304.798
TBADVTR6959GRN, TB AD 7 WIFI 2 32 MNSTER GREEN,20,60,ADVANCE COMPUTER CORP,437557,"Tablet Advance Intro TR6959, 7"" IPS 1024x600, Android 12 Go, 32GB, 2GB RAM, Wi-Fi, Gr",319.84000000000003
TBADVTR6959MENT, TB ADV 7 WIFI 2 32 DINO MENTA, 3,60,ADVANCE COMPUTER CORP,458427,"Tablet Advance Intro TR6959, 7"" IPS 1024x600, Android 12 Go, 32GB, 2GB RAM, Wi-Fi, Me",319.84000000000003
TBADVTR6959PNK, TB ADV 7 WIFI 2 32 MNSTER PINK,20,60,ADVANCE COMPUTER CORP,437556,"Tablet Advance Intro TR6959, 7"" IPS 1024x600, Android 12 Go ,32GB, 2GB RAM, Wi-Fi, Pi",319.84000000000003
TBADVTR6965BL, TB ADV 7 WIFI 2 32 MNSTER BLUE,20,60,ADVANCE COMPUTER CORP,449196,"Tablet Advance Intro TR6965, 7"" IPS 1024x600, Android 12 Go Edition , 32GB, 2GB RAM,",319.84000000000003
TBADVTR6965RD, TB ADV 7 WIFI 2 32 MONST RED,20,60,ADVANCE COMPUTER CORP,449197,"Tablet Advance Intro TR6965, 7"" IPS 1024x600, Android 12 Go Edition , 32GB, 2GB RAM,",319.84000000000003
TBADVTR7996BLU, TB AD 7 3G 2 32 MONSTER BLUE,20,63.5,ADVANCE COMPUTER CORP,437560,"Tablet Advance Intro TR7996, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",337.389
TBADVTR7996PNK, TB AD 7 3G 2 32 MONSTER PINK,20,63.5,ADVANCE COMPUTER CORP,437559,"Tablet Advance Intro TR7996, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",337.389
TBADVTR7996YLL, TB AD 7 3G 2 32 MONSTER YELLOW,20,63.5,ADVANCE COMPUTER CORP,437558,"Tablet Advance Intro TR7996, 7"" IPS 1024x600, Android 11 Go, 3G, Dual SIM, 32GB, RAM",337.389
TBADVTR8050BL," TB ADV 8"" 4G 2GB 32GB BLUE",20,75,ADVANCE COMPUTER CORP,463022,"Tablet Advance Intro TR8050, 8"" IPS 1280x800, Android 14 Go, 4G, Dual SIM, 32GB, RAM",395.05
TBADVTR8050PRL," TB ADV 8"" 4G 2GB 32GB PURPLE",20,75,ADVANCE COMPUTER CORP,471186,"Tablet Advance Intro TR8050, 8"" IPS 1280x800, Android 14 Go, 4G, Dual SIM, 32GB, RAM",395.05
TBADVTR8050RD," TB ADV 8"" 4G 2GB 32GB RED",20,75,ADVANCE COMPUTER CORP,463023,"Tablet Advance Intro TR8050, 8"" IPS 1280x800, Android 14 Go, 4G, Dual SIM, 32GB, RAM",395.05
TBADVTR8990BLUM, TB AD 7 4G 2 32 BLUE + BKPACK, 20,68,ADVANCE COMPUTER CORP,437562,"Tablet Advance Intro TR8990, 7"" IPS 1024x600, Android 14 Go, 4G, Dual SIM, 32GB, RAM",359.952
TBADVTR8990PRLM, TB AD 7 4G 2 32 PURPLE+ BKPACK,20,68.5,ADVANCE COMPUTER CORP,437563,"Tablet Advance Intro TR8990, 7"" IPS 1024x600, Android 14 Go, 4G, Dual SIM, 32GB, RAM",362.459
TBADVTR8990REDM, TB AD 7 4G 2 32 RED + BKPACK, 8,68.5,ADVANCE COMPUTER CORP,437564,"Tablet Advance Intro TR8990, 7"" IPS 1024x600, Android 14 Go, 4G, Dual SIM, 32GB, RAM",362.459
TBFSMX520NZA09, TAB SAM GALAXY S10FE, 7,536,SAMSUNG,478978,"Table Samsung Galaxy Tab S10 FE, 10.9"" 2304 x 1440 (WUXGA+ LCD), Color Gris[@@@]La Ga",2706.504
TBLENZAEH0133PE, TAB LEN WIFI TB311FU 4 128, 0,138,LENOVO - IDEA,461653,"Tablet Lenovo TB311FU, 10.1"" WUXGA (1920x1200)/TFT/LCD/IPS/Touch/Android 14 o superio",710.932
TBLENZAEJ0105PE, TAB LEN LTE TB311XU 4G 128G,20,147.6,LENOVO - IDEA,461654,Tablet Lenovo Idea 10.1” WUXGA (1920x1200) TFT LCD (IPS) /Touch/Android 14 o Superior,759.0664
TBSMX110NZAAL08, TB SAMSUNG GALAXY TAB A9,20,129,SAMSUNG,428503,"Tablet Samsung Galaxy Tab A9 (SM-X110NZAAL08) 8.7"" 1340x800 (WXGA+) TFT[@@@]Procesado",665.806
TBSMX210NZAAPEO, TB SAMSUNG GALAXY TAB A9+,20,148,SAMSUNG,428508,"Tablet Samsung Galaxy Tab A9+ (Modelo SM-X210N), 11.0"" (1920 x 1200) WUXGA, TFT[@@@]C",761.072
TBSMX216BZAAPEO, TB SAMSUNG GALAXY TAB A9+ 5G,20,250,SAMSUNG,428515,"Tablet Samsung Galaxy Tab A9+ (SM-X216BZAAPEO) 11"" (1920x1200) WUXGA TFT, LTE / 5G[@@",1272.5
TBSMX306BZGAL08, SAMSUNG GALAXY TAB ACTIVE 5,20,550,SAMSUNG,438814,"Tablet Samsung Galaxy Tab Active 5, 8.0"" TFT WUXGA (1920x1200), 120Hz, SM-X306BZGAL08",2776.7000000000003
TBSMX526BZAAPEO, TAB GALAXY S10 FE 5G 8GB 128GB,20,509,SAMSUNG,477650,"Tablet Samsung Galaxy Tab S10 FE, 10.9"" 2304 x 1440 (WUXGA+) 90Hz, LCD[@@@]Procesador",2571.126
TBSMX626BZAAPEO, TAB SAM GALAXY S10 FE PLUS 5G, 15,699,SAMSUNG,477649,"Tablet Samsung Galaxy Tab S10 FE+ 13.1"" 2880 x 1800 (WQUXGA) 90Hz, LCD, 5G[@@@]Proces",3523.786
TBSMX710NZAHPEO, GALAXY TAB S9 WITH KB COVER, 8,799,SAMSUNG,432511,"Tablet Samsung Galaxy Tab S9 (SM-X710NZAHPEO) 11""2560x1600(WQXGA) 120Hz Dynamic AMOLE",4025.186
TBSMX920NZAHPEO, TB SAM GALAXY S10 ULTRA 14 512, 4,1280,SAMSUNG,459898,"Tablet Samsung Galaxy Tab S10 Ultra 14.6"" DynamicAMOLED 2X (2960x1848) (WQXGA+)120Hz",6436.92
TBSMX920NZSHPEO, GALAXY TAB S10 ULTRA+KEYBOARD, 9,1202,SAMSUNG,481462,"Tablet Samsung Galaxy Tab S10 Ultra + Keyboard Cover, 14.6"" 2960x1848 (WQXGA+) 120Hz[",6045.828
TBSMX920NZTV02, GAL S10 ULTRA 12G 256G + TV55, 12,1109,SAMSUNG,482990,"Tablet Galaxy Tab S10 Ultra + Smart TV QLED Q7F Vision con IA de 55"" (2025) (Bundle)[",5579.526
TYSMX356BZGAL08, TB SAMSUNG GALAXY ACTIVE 5 PRO, 6,760,SAMSUNG,480258,"Tablet Samsung Galaxy Tab Active5 Pro, 10.1"" TFT WUXGA LCD, 120Hz, Android 15.0 o Sup",3829.6400000000003
ZZPROTEC9032543, DSCTO PROTEC TBADTR4986PNK-G,20,400,ADVANCE COMPUTER CORP,288815,,2024.6000000000001
ACADVFUNDALILA, FUNDA 7'' PULG. LILA 20X16CM, 17,2.5,ADVANCE COMPUTER CORP,104932,"Funda para tablet 7"", 20 X 16 cm, Lila.[@@@]",31.535
ACALT7FUNDA, FUNDA 7\'' PARA TABLET ALTRON, 11,3.3,ADVANCE COMPUTER CORP,190177,"Funda para tablet 7""[@@@]",35.5462
ACCADCSEPR35502, CASE GIRATORIO PR3550, 0,3,ADVANCE COMPUTER CORP,332518,"Case giratorio Advance, negro[@@@]Optimiza el usode tu tablet Advance con el case gir",34.042
ACCADRBPR5850PK, RUBBER PARA POR5850 PINK,20,100,ADVANCE COMPUTER CORP,432423,"Rubber / Estuche de goma para Tablet POR5850, 7"",color rosado[@@@]Protege tu tablet A",520.4000000000001
ACCFLIPTBSP7345, FLIP TABLET ADVANCE SP 7245, 14,7,ADVANCE COMPUTER CORP,221727,"Flip Cover Advance SP7245, Para tablet de 8"", ideal para Advance SmartPad SP7245.[@@@",54.098
ACCKBSP5730BL, KEYBOARD SP5736 ORANGE, 20,9999999.99,ADVANCE COMPUTER CORP,321045,"Estuche Advance con teclado Bluetooth, gris[@@@]Optimiza tu productividad con el Estu",50140018.94986001
ACCSMDX211UBEGW, GALAXY TAB A9+ KEYBOARD COVER, 18,60,SAMSUNG,447094,"Teclado-Cubierta para Galaxy Tab A9+, Color Negro[@@@]Convierte tu Galaxy Tab A9+ en",319.84000000000003
ACCSMOR900BBEGW, TRAVEL ADAPTER + WATCH FAST WI, 6,27,SAMSUNG,481408,"Cargador inalambrico Samsung de carga rápida, USB-C, Color negro[@@@]Olvídate de los",154.37800000000001
ACCTB7ESTKB, ACC ESTUCHE TB 7.85 WITH KB BT, 4,18.4,ADVANCE COMPUTER CORP,137808,"Estuche Advance con teclado Bluetooth, negro.[@@@]Para tablet Advance SmartPad SP7146",111.2576
ACCTBMOUNSTTURQ, ACCESORIO TB 7 KIDS ADV TURQUE, 12,6.4,ADVANCE COMPUTER CORP,137571,"Protector para tablet Advance Mostrito, 7"", anti-impacto, color turquesa[@@@]El Prote",51.089600000000004
ACCTHKCSM8, FUNDA DE SILICONA TABLET M8, 13,5.48,ZZ OTRAS MARCAS,352016,,46.47672
ACCZZSW001, BIG SPIDER WRAP, 0,2.54,ADVANCE COMPUTER CORP,168571,Tag tipo araña / Exhibidor de seguridad antirrobocon alarma[@@@]El Tag tipo araña / E,31.73556
ACSMT1510NBEGWW, TRAVEL ADAPTER 15W_PD (TA ONLY, 1,10,SAMSUNG,437382,"Cargador Samsung Travel Adapter 15W PD, USB-C, Diseño compacto, Color Negro[@@@]¡Simp",69.14
